trip_id,stop_id,arrival,departure
58404515,1215,84997,84997
58404515,1216,85030,85030
58404515,11531,85187,
58871994,875,,82260
58871994,520,82379,82379
58871994,11521,82397,82397
58871994,5232,82432,82432
58871994,523,82476,82476
58871994,524,82519,82519
58871994,5240,82554,82554
58871994,525,82584,82584
58871994,11712,82623,82623
58871994,1713,82675,82675
58871994,1714,82724,82724
58871994,1716,82806,82806
58871994,1717,82846,82846
58871994,1718,82875,82875
58871994,11719,82954,82954
58871994,1720,82968,82968
58871994,1721,83086,83086
58871994,18511,83159,
58404621,111,,85140
58404621,31111,85360,85360
58404621,41111,85385,85385
58404621,51111,85410,85410
58404621,121,85499,85499
58404621,122,85612,85612
58404621,123,85665,85665
58404621,124,85684,85684
58404621,125,85736,85736
58404621,128,85792,85792
58404621,9960,85832,85832
58404621,10,85845,85845
58404621,10014,85950,85950
58404621,10005,85959,85959
58404621,10015,86027,86027
58404621,1790,86070,86070
58404621,1791,86150,86150
58404621,11792,86170,86170
58404621,62,86218,86218
58404621,63,86230,86230
58404621,64,86281,86281
58404621,1,86329,86329
58404621,2,86358,86358
58404621,11,24,24
58404621,17863,135,135
58404621,1798,213,213
58404621,1799,236,236
58404621,11799,361,361
58404621,11802,384,384
58404621,11803,448,448
58404621,1804,475,475
58404621,1805,510,510
58404621,1806,537,537
58404621,9441,596,596
58404621,1562,612,612
58404621,1563,641,641
58404621,1564,667,667
58404621,899,683,
58556603,9526,,84102
58556603,86932,84221,84221
58556603,86933,84237,84237
58556603,86935,84257,84257
58556603,86936,84268,84268
58556603,86937,84287,84287
58556603,86939,84347,84347
58556603,86940,84402,84402
58556603,869411,84438,84438
58556603,86943,84481,84481
58556603,86944,84504,84504
58556603,869451,84593,84593
58556603,86945,84623,84623
58556603,8670,84658,84658
58556603,8671,84675,84675
58556603,8672,84708,84708
58556603,8674,84730,84730
58556603,8676,84756,84756
58556603,8678,84791,84791
58556603,8679,84812,84812
58556603,8291,84832,84832
58556603,8292,84842,84842
58556603,8293,84853,84853
58556603,8294,84877,84877
58556603,8298,84886,84886
58556603,8295,84905,84905
58556603,8296,84943,84943
58556603,8297,84965,84965
58556603,1432,85044,85044
58556603,1433,85063,85063
58556603,1434,85089,85089
58556603,1435,85108,85108
58556603,1436,,
58556603,1437,85167,85167
58556603,1438,85195,85195
58556603,1441,,
58556603,1442,85278,85278
58556603,1043,85423,85423
58556603,1045,85458,85458
58556603,1046,85470,85470
58556603,1049,85509,85509
58556603,1589,85543,85543
58556603,1051,85592,85592
58556603,1052,85613,85613
58556603,1053,85670,85670
58556603,1055,85853,85853
58556603,1056,85895,85895
58556603,1057,85906,85906
58556603,1058,85921,85921
58556603,1059,85960,85960
58556603,72,86027,86027
58556603,73,86149,86149
58556603,730,86243,
58556395,11694,81705,81705
58556395,8241,81766,81766
58556395,8242,81815,81815
58556395,8243,81826,81826
58556395,8244,81845,81845
58556395,18244,81882,81882
58556395,8245,81893,81893
58556395,8247,81932,81932
58556395,8248,81958,81958
58556395,8249,81991,81991
58556395,8250,82003,82003
58556395,8251,82021,82021
58556395,8252,82030,82030
58556395,8253,82052,82052
58556395,8254,82076,82076
58556395,8257,82122,82122
58556395,8259,82177,82177
58556395,8260,82202,82202
58556395,8261,82213,82213
58556395,8262,82223,82223
58556395,8264,82287,82287
58556395,8267,82327,82327
58556395,8268,82349,82349
58556395,8269,82364,82364
58556395,8270,82412,82412
58556395,8271,82430,82430
58556395,8272,82457,82457
58556395,18272,82468,82468
58556395,8273,82479,82479
58556395,8274,82491,82491
58556395,8275,82519,82519
58556395,2260,82637,82637
58556395,2261,82668,82668
58556395,2262,82682,82682
58556395,2263,82702,82702
58556395,2264,82747,82747
58556395,2265,82776,82776
58556395,2266,82800,82800
58556395,22661,82813,82813
58556395,22671,82828,82828
58556395,141,83024,
58556852,2304,81786,81786
58556852,2305,81821,81821
58556852,2307,81877,81877
58556852,2076,81969,81969
58556852,32549,82081,
58404491,17863,,
58404491,11257,,
58404491,1259,,
58404491,11323,,
58404491,11259,,
58404491,64000,,
58404491,1493,,
58404491,1495,,
58404491,1497,,
58404491,1498,,
58404491,1499,,
58404491,1500,,
58404491,1501,,
58404491,11501,,
58404491,1504,,
58404491,1506,,
58404491,1508,,
58404491,1509,,
58404491,1510,,
58404491,1511,,
58404491,11512,,
58404491,1512,,
58404491,1513,,
58404491,1514,,
58404491,1515,,
58404491,553,,
58404491,554,,
58404491,555,,
58404491,556,,
58404491,323,,
58870424,334,,81744
58870424,536,81863,81863
58870424,537,81879,81879
58870424,496,81971,81971
58870424,494,82004,82004
58870424,501,82022,82022
58870424,497,82040,82040
58870424,498,82054,82054
58870424,499,82099,82099
58870424,540,82139,82139
58870424,10540,82179,82179
58870424,541,82225,82225
58870424,542,82253,82253
58870424,543,82343,82343
58870424,544,82385,82385
58870424,9406,82402,82402
58870424,545,82460,82460
58870424,546,82521,82521
58870424,11522,82565,82565
58870424,547,82588,82588
58870424,875,82721,
58555454,2464,,83279
58555454,2465,83297,83297
58555454,2466,83330,83330
58555454,2467,83358,83358
58555454,2468,83370,83370
58555454,12468,83385,83385
58555454,2469,83414,83414
58555454,2470,83439,83439
58555454,2471,83464,83464
58555454,2472,83494,83494
58555454,2473,83507,83507
58555454,2361,83562,83562
58555454,2323,83572,83572
58555454,2324,83601,83601
58555454,6218,83608,83608
58555454,2326,83654,83654
58555454,2327,83666,83666
58555454,2328,83685,83685
58555454,2329,83691,83691
58555454,2331,83733,83733
58555454,2332,83763,83763
58555454,2334,83798,83798
58555454,2335,83827,83827
58555454,2336,83849,83849
58555454,2338,83890,83890
58555454,2339,83918,83918
58555454,2340,83926,83926
58555454,2148,83982,83982
58555454,2149,83997,83997
58555454,2150,84016,84016
58555454,2151,84035,84035
58555454,2152,84067,84067
58555454,2153,84099,84099
58555454,2154,84131,84131
58555454,2155,84167,84167
58555454,2156,84180,84180
58555454,2158,84211,84211
58555454,2159,84243,84243
58555454,2160,84299,84299
58555454,2161,84310,84310
58555454,2162,84323,84323
58555454,2163,84367,84367
58555454,12614,84408,84408
58555454,2076,84566,84566
58555454,32549,84659,
58472467,29012,,84600
58472467,2718,84807,84807
58472467,2719,84833,84833
58472467,2721,84858,84858
58472467,2723,84960,84960
58472467,2725,85005,85005
58472467,2726,85041,85041
58472467,2729,85077,85077
58472467,5305,85109,85109
58472467,5306,85119,85119
58472467,5307,85145,85145
58472467,5308,85183,85183
58472467,5309,85237,85237
58472467,5310,85255,85255
58472467,5311,85275,85275
58472467,5312,85317,85317
58472467,5314,85340,85340
58472467,5315,85370,85370
58472467,5316,85383,85383
58472467,5317,85406,85406
58472467,5319,85445,85445
58472467,63241,85507,85507
58472467,50021,85580,85580
58472467,45003,85623,85623
58472467,5321,85674,85674
58472467,5322,85719,85719
58472467,5323,85752,85752
58472467,5324,85769,85769
58472467,5325,85815,85815
58472467,5333,85837,85837
58472467,5334,85931,85931
58472467,5335,85967,85967
58472467,5336,86004,86004
58472467,5337,86015,86015
58472467,5338,86033,86033
58472467,5072,86063,
58556528,110,,83700
58556528,2168,83759,83759
58556528,1400,83866,83866
58556528,1401,83885,83885
58556528,1402,83907,83907
58556528,1403,83930,83930
58556528,14031,83947,83947
58556528,1404,83988,83988
58556528,1405,84005,84005
58556528,1406,84061,84061
58556528,11408,84089,84089
58556528,1409,84135,84135
58556528,11410,84166,84166
58556528,1411,84202,84202
58556528,1413,84236,84236
58556528,70500,84356,
58646286,70001,,83340
58646286,70003,83422,83440
58646286,70005,83542,83601
58646286,70007,83702,83749
58646286,70009,83806,83851
58646286,70011,83902,83920
58646286,70013,83994,84041
58646286,70015,84118,84168
58646286,70017,84241,84291
58646286,70019,84323,84384
58646286,70021,84450,84515
58646286,70023,84575,84644
58646286,70025,84666,84709
58646286,70027,84739,84795
58646286,70029,84907,84955
58646286,70031,85177,85260
58646286,70279,85352,85406
58646286,70033,85565,85627
58646286,70035,85801,85857
58646286,70036,86007,
58398445,70206,81729,81804
58398445,70204,81860,81899
58398445,70202,81965,82022
58398445,70198,82116,82180
58398445,70159,82227,82268
58398445,70157,82358,82377
58398445,70155,82454,82522
58398445,70153,82607,82661
58398445,70151,82760,82814
58398445,70187,82990,83038
58398445,70183,83103,83151
58398445,70181,83254,83302
58398445,70179,83379,83415
58398445,70177,83517,83553
58398445,70175,83664,83706
58398445,70173,83822,83863
58398445,70171,84041,84083
58398445,70169,84164,84201
58398445,70167,84277,84312
58398445,70165,84393,84424
58398445,70163,84527,84569
58398445,70161,84681,
58405054,899,,82800
58405054,951,82867,82867
58405054,952,82903,82903
58405054,953,82930,82930
58405054,954,82963,82963
58405054,956,83025,83025
58405054,958,83086,83086
58405054,959,83116,83116
58405054,960,83147,83147
58405054,962,83174,83174
58405054,964,83255,83255
58405054,966,83328,83328
58405054,967,83375,83375
58405054,969,83414,83414
58405054,970,83441,83441
58405054,971,83460,83460
58405054,972,83534,83534
58405054,973,83570,83570
58405054,974,83609,83609
58405054,975,83666,83666
58405054,977,83723,83723
58405054,9780,83752,83752
58405054,979,83789,83789
58405054,981,83823,83823
58405054,982,83837,83837
58405054,983,83859,83859
58405054,985,83873,83873
58405054,986,83888,83888
58405054,987,83904,83904
58405054,988,83955,83955
58405054,989,83972,83972
58405054,900,84014,
58653638,15795,,82920
58653638,5700,83016,83016
58653638,5701,83051,83051
58653638,5703,83093,83093
58653638,5704,83135,83135
58653638,35704,83166,83166
58653638,5709,83257,83257
58653638,5562,83348,83348
58653638,5711,83381,83381
58653638,5713,83433,83433
58653638,5714,83498,83498
58653638,5715,83561,83561
58653638,5718,83602,83602
58653638,5719,83635,83635
58653638,5720,83675,83675
58653638,5721,83721,83721
58653638,5722,83737,83737
58653638,5723,83760,83760
58653638,5724,83783,83783
58653638,5725,83811,83811
58653638,5726,83827,83827
58653638,46170,83844,83844
58653638,5605,83896,83896
58653638,5606,83936,83936
58653638,5653,83974,83974
58653638,5728,83997,83997
58653638,5729,84049,84049
58653638,5730,84130,84130
58653638,5731,84165,84165
58653638,5732,84180,84180
58653638,5733,84221,84221
58653638,5734,84244,84244
58653638,5736,84297,84297
58653638,5737,84343,84343
58653638,5740,84409,
58666684,74614,,82500
58666684,74615,82586,82586
58666684,74616,82676,82676
58666684,74617,83023,
59095787,70066,81562,81613
59095787,70064,81701,81770
59095787,70061,81992,
58634865,74630,,82020
58634865,74632,82189,82189
58634865,74634,82229,82229
58634865,74636,82310,82310
58634865,7097,82548,82548
58634865,17096,82932,82932
58634865,74614,83064,83064
58634865,74615,83191,83191
58634865,74616,83274,83274
58634865,74617,83540,
58472589,5790,81812,81812
58472589,5792,81850,81850
58472589,5794,81878,81878
58472589,4717,81943,81943
58472589,5797,81996,81996
58472589,5798,82031,82031
58472589,15795,82140,
58556851,7922,,84300
58556851,17922,84330,84330
58556851,2250,84367,84367
58556851,2251,84387,84387
58556851,2252,84415,84415
58556851,2254,84440,84440
58556851,2255,84461,84461
58556851,2256,84491,84491
58556851,2257,84512,84512
58556851,2258,84538,84538
58556851,2259,84550,84550
58556851,2260,84586,84586
58556851,2261,84600,84600
58556851,2262,84621,84621
58556851,2263,84640,84640
58556851,2264,84679,84679
58556851,2265,84709,84709
58556851,2266,84747,84747
58556851,22661,84762,84762
58556851,22671,84775,84775
58556851,2268,84847,84847
58556851,2269,84861,84861
58556851,2270,84883,84883
58556851,2296,84913,84913
58556851,2297,84931,84931
58556851,2298,84953,84953
58556851,2299,84973,84973
58556851,2300,85024,85024
58556851,12301,85107,85107
58556851,2304,85149,85149
58556851,2305,85177,85177
58556851,2307,85219,85219
58556851,2076,85358,85358
58556851,32549,85431,
58871435,10633,81775,81775
58871435,634,81792,81792
58871435,635,81845,81845
58871435,636,81907,81907
58871435,637,81943,81943
58871435,638,81971,81971
58871435,639,81996,81996
58871435,640,82008,82008
58871435,641,82039,82039
58871435,642,82059,82059
58871435,10642,82126,
58634027,17862,,82800
58634027,11257,83189,83189
58634027,1259,83215,83215
58634027,11323,83225,83225
58634027,11259,83252,83252
58634027,64000,83416,83416
58634027,40001,83632,83632
58634027,401,83670,83670
58634027,404,83721,83721
58634027,405,83761,83761
58634027,406,83802,83802
58634027,407,83850,83850
58634027,410,83903,83903
58634027,411,83931,83931
58634027,412,83960,83960
58634027,413,84071,84071
58634027,414,84102,84102
58634027,415,84154,84154
58634027,416,84212,84212
58634027,417,84258,84258
58634027,419,84288,84288
58634027,1706,84319,84319
58634027,1708,84339,84339
58634027,1709,84381,84381
58634027,1710,84420,84420
58634027,11712,84510,84510
58634027,1713,84547,84547
58634027,1714,84574,84574
58634027,1716,84630,84630
58634027,1717,84665,84665
58634027,1718,84697,84697
58634027,11719,84756,84756
58634027,1720,84768,84768
58634027,1721,84896,84896
58634027,18511,84969,
58472210,5442,81768,81768
58472210,5443,81798,81798
58472210,5444,81827,81827
58472210,5445,81844,81844
58472210,15431,81911,81911
58472210,53270,81974,
58404009,20009,81727,81727
58404009,30009,81743,81743
58404009,10010,81878,81878
58404009,11241,81939,81939
58404009,11242,82006,82006
58404009,11244,82028,82028
58404009,133,82170,82170
58404009,134,82214,82214
58404009,135,82304,82304
58404009,136,82341,82341
58404009,121,82523,82523
58404009,138,82599,82599
58404009,139,82618,82618
58404009,140,82641,82641
58404009,142,82653,
58402978,72,,84600
58402978,1817,84681,84681
58402978,1764,84714,84714
58402978,1766,84775,84775
58402978,11767,84845,84845
58402978,1771,84910,84910
58402978,1772,84932,84932
58402978,1773,85085,85085
58402978,1775,85204,85204
58402978,9434,85282,85282
58402978,1777,85421,85421
58402978,1778,85462,85462
58402978,1779,85498,85498
58402978,1780,85548,85548
58402978,11780,85592,85592
58402978,11781,85620,85620
58402978,1784,85769,85769
58402978,1785,85837,85837
58402978,17861,85889,85889
58402978,17862,85970,85970
58402978,11592,86105,86105
58402978,11593,86119,86119
58402978,1593,86148,86148
58402978,64,86255,86255
58402978,1,86311,86311
58402978,2,86349,86349
58402978,6,86387,86387
58402978,10003,50,50
58402978,10014,126,126
58402978,10005,140,140
58402978,10006,174,174
58402978,10007,220,220
58402978,10008,253,253
58402978,150,448,
58634864,74633,81783,81783
58634864,74631,81877,
58403418,64000,,83100
58403418,1148,83415,83415
58403418,11149,83429,83429
58403418,11148,83443,83443
58403418,21148,83459,83459
58403418,1357,83547,83547
58403418,13590,83636,83636
58403418,1360,83662,83662
58403418,1362,83692,83692
58403418,1363,83762,83762
58403418,1365,83811,83811
58403418,1366,83898,83898
58403418,1526,83964,83964
58403418,1367,84010,84010
58403418,1369,84044,84044
58403418,1371,84088,84088
58403418,1372,84128,84128
58403418,1373,84204,84204
58403418,1375,84262,84262
58403418,1376,84304,84304
58403418,1378,84341,84341
58403418,1379,84430,84430
58403418,964,84486,84486
58403418,1111,84537,84537
58403418,1112,84602,84602
58403418,2558,84703,84703
58403418,2559,84729,84729
58403418,2560,84749,84749
58403418,2561,84801,84801
58403418,2564,84838,84838
58403418,25641,84915,84915
58403418,2168,85008,85008
58403418,22549,85066,
58472206,9179,81783,81783
58472206,9181,81823,81823
58472206,19182,81846,81846
58472206,9183,81885,81885
58472206,9184,81911,81911
58472206,9185,81925,81925
58472206,9187,81973,81973
58472206,9188,82007,82007
58472206,9189,82022,82022
58472206,9190,82036,82036
58472206,9191,82051,82051
58472206,9192,82066,82066
58472206,9193,82080,82080
58472206,9194,82099,82099
58472206,9195,82121,82121
58472206,9196,82158,82158
58472206,9197,82164,82164
58472206,9198,82185,82185
58472206,9199,82207,82207
58472206,9200,82222,82222
58472206,9201,82262,82262
58472206,9202,82290,82290
58472206,9203,82321,82321
58472206,9204,82354,82354
58472206,9205,82388,82388
58472206,9206,82402,82402
58472206,9343,82412,82412
58472206,9207,82419,82419
58472206,49221,82435,82435
58472206,9328,82529,82529
58472206,19208,82660,82660
58472206,9209,82685,82685
58472206,9210,82699,82699
58472206,9211,82794,82794
58472206,9212,82818,82818
58472206,9213,82843,82843
58472206,9214,82910,82910
58472206,15431,82957,82957
58472206,5327,83005,
58403571,323,,84600
58403571,55600,84643,84643
58403571,557,84684,84684
58403571,558,84699,84699
58403571,559,84726,84726
58403571,560,84743,84743
58403571,561,84767,84767
58403571,1468,84792,84792
58403571,1469,84821,84821
58403571,1470,84839,84839
58403571,1471,84858,84858
58403571,1472,84884,84884
58403571,1473,84933,84933
58403571,14731,84943,84943
58403571,1474,84968,84968
58403571,1475,84979,84979
58403571,1478,85006,85006
58403571,1479,85052,85052
58403571,1480,85104,85104
58403571,1481,85141,85141
58403571,11482,85165,85165
58403571,14831,85187,85187
58403571,1484,85202,85202
58403571,1485,85253,85253
58403571,1486,85265,85265
58403571,1487,85297,85297
58403571,1488,85326,85326
58403571,1489,85342,85342
58403571,1491,85387,85387
58403571,64000,85462,85462
58403571,1148,85553,85553
58403571,11149,85567,85567
58403571,11148,85579,85579
58403571,21148,85597,85597
58403571,1224,85631,85631
58403571,17861,85755,
58634051,18511,,84420
58634051,1722,84478,84478
58634051,1723,84516,84516
58634051,1724,84542,84542
58634051,1725,84570,84570
58634051,1726,84606,84606
58634051,1728,84651,84651
58634051,1730,84689,84689
58634051,1731,84716,84716
58634051,1732,84764,84764
58634051,1733,84816,84816
58634051,1734,84830,84830
58634051,1735,84866,84866
58634051,1736,84896,84896
58634051,1737,84974,84974
58634051,381,85022,85022
58634051,382,85044,85044
58634051,383,85094,85094
58634051,384,85199,85199
58634051,385,85213,85213
58634051,386,85307,85307
58634051,387,85349,85349
58634051,388,85368,85368
58634051,390,85402,85402
58634051,392,85451,85451
58634051,393,85475,85475
58634051,394,85505,85505
58634051,395,85560,85560
58634051,396,85578,85578
58634051,21151,85606,85606
58634051,64000,85680,85680
58634051,1148,85832,85832
58634051,11149,85847,85847
58634051,11148,85861,85861
58634051,21148,85880,85880
58634051,1224,85930,85930
58634051,17861,86077,
58404144,10000,,82800
58404144,8279,83129,83129
58404144,8281,83240,83240
58404144,1242,83295,83295
58404144,168,83413,83413
58404144,1246,83479,83479
58404144,1248,83532,83532
58404144,1250,83580,83580
58404144,1252,83676,83676
58404144,1253,83697,83697
58404144,1254,83740,83740
58404144,1255,83774,83774
58404144,17863,83833,
NONREV-1580512051,70093,,
58405056,899,,85200
58405056,951,85269,85269
58405056,952,85300,85300
58405056,953,85359,85359
58405056,954,85389,85389
58405056,956,85453,85453
58405056,958,85512,85512
58405056,959,85544,85544
58405056,960,85568,85568
58405056,962,85610,85610
58405056,964,85698,85698
58405056,966,85783,85783
58405056,967,85835,85835
58405056,969,85869,85869
58405056,970,85905,85905
58405056,971,85934,85934
58405056,972,85980,85980
58405056,973,86016,86016
58405056,974,86046,86046
58405056,975,86088,86088
58405056,977,86141,86141
58405056,9780,86174,86174
58405056,979,86218,86218
58405056,981,86263,86263
58405056,982,86275,86275
58405056,983,86313,86313
58405056,985,86328,86328
58405056,986,86349,86349
58405056,987,86362,86362
58405056,988,8,8
58405056,989,26,26
58405056,900,72,
58403412,1375,81802,81802
58403412,1376,81834,81834
58403412,1378,81854,81854
58403412,1379,81952,81952
58403412,964,82001,82001
58403412,1111,82057,82057
58403412,1112,82174,82174
58403412,2558,82282,82282
58403412,2559,82319,82319
58403412,2560,82341,82341
58403412,2561,82394,82394
58403412,2564,82455,82455
58403412,25641,82561,82561
58403412,2168,82685,82685
58403412,22549,82757,
58635398,74616,81265,81265
58635398,74617,81762,
58870541,6366,81620,81620
58870541,1721,81658,81658
58870541,185,81697,81697
58870541,10582,81747,81747
58870541,583,81764,81764
58870541,584,81789,81789
58870541,585,81798,81798
58870541,586,81805,81805
58870541,587,81828,81828
58870541,588,81850,81850
58870541,590,81896,81896
58870541,591,82007,82007
58870541,882,82015,82015
58870541,593,82027,82027
58870541,594,82037,82037
58870541,595,82053,82053
58870541,533,82153,82153
58870541,534,82163,82163
58870541,334,82206,
58555838,20761,,83340
58555838,2020,83431,83431
58555838,2021,83469,83469
58555838,2023,83515,83515
58555838,2025,83541,83541
58555838,2026,83558,83558
58555838,2027,83638,83638
58555838,2028,83657,83657
58555838,2030,83710,83710
58555838,2118,83753,83753
58555838,2119,83776,83776
58555838,2121,83811,83811
58555838,2122,83857,83857
58555838,2123,83889,83889
58555838,2124,83929,83929
58555838,2125,83951,83951
58555838,2126,83984,83984
58555838,2127,84019,84019
58555838,2128,84048,84048
58555838,2129,84067,84067
58555838,2130,84108,84108
58555838,2131,84140,84140
58555838,2133,84217,84217
58555838,2134,84230,
58403716,11257,81779,81779
58403716,1259,81803,81803
58403716,11323,81814,81814
58403716,11259,81843,81843
58403716,64000,82035,
58402804,32,81711,81711
58402804,10031,81736,81736
58402804,10032,81749,81749
58402804,33,81785,
58404145,10000,,84910
58404145,8279,84970,84970
58404145,8281,85069,85069
58404145,1242,85102,85102
58404145,168,85188,85188
58404145,1246,85259,85259
58404145,1248,85311,85311
58404145,1250,85369,85369
58404145,1252,85438,85438
58404145,1253,85457,85457
58404145,1254,85481,85481
58404145,1255,85510,85510
58404145,17863,85580,
58750889,32002,,84300
58750889,3237,84492,84492
